2023-08-15 12:24:17,38
2023-08-15 12:25:18,38
2023-08-15 12:26:18,38
2023-08-15 12:27:19,38
2023-08-15 12:28:19,38
2023-08-15 12:29:19,39
2023-08-15 12:30:19,39
2023-08-15 12:31:19,38
2023-08-15 12:32:19,38
2023-08-15 12:33:19,39
2023-08-15 12:34:20,38
2023-08-15 12:35:20,38
2023-08-15 12:36:20,38
2023-08-15 12:37:20,38
2023-08-15 12:38:20,38
2023-08-15 12:39:20,38
2023-08-15 12:40:20,38
2023-08-15 12:41:20,38
2023-08-15 12:42:20,38
2023-08-15 12:43:20,38
2023-08-15 12:44:20,38
2023-08-15 12:45:21,38
2023-08-15 12:46:21,38
2023-08-15 12:47:21,38
2023-08-15 12:48:21,38
2023-08-15 12:49:21,38
2023-08-15 12:50:21,38
2023-08-15 12:51:21,39
2023-08-15 12:52:21,39
2023-08-15 12:53:21,39
2023-08-15 12:54:22,39
2023-08-15 12:55:22,39
2023-08-15 12:56:22,39
2023-08-15 12:57:22,39
2023-08-15 12:58:22,39
2023-08-15 12:59:22,39
2023-08-15 13:00:22,39
2023-08-15 13:01:22,39
2023-08-15 13:02:22,39
2023-08-15 13:03:22,39
2023-08-15 13:04:23,39
2023-08-15 13:05:23,39
2023-08-15 13:06:23,39
2023-08-15 13:07:23,39
2023-08-15 13:08:23,39
2023-08-15 13:09:23,39
2023-08-15 13:10:23,39
2023-08-15 13:11:23,39
2023-08-15 13:12:23,39
2023-08-15 13:13:23,39
2023-08-15 13:14:24,39
2023-08-15 13:15:24,39
2023-08-15 13:16:24,39
2023-08-15 13:17:24,39
2023-08-15 13:18:24,39
2023-08-15 13:19:24,39
2023-08-15 13:20:24,39
2023-08-15 13:21:24,39
2023-08-15 13:22:24,39
2023-08-15 13:23:25,39
2023-08-15 13:24:25,39
2023-08-15 13:25:25,39
2023-08-15 13:26:25,39
2023-08-15 13:27:25,39
2023-08-15 13:28:25,39
2023-08-15 13:29:25,39
2023-08-15 13:30:25,39
2023-08-15 13:31:25,39
2023-08-15 13:32:26,39
2023-08-15 13:33:26,39
2023-08-15 13:34:26,39
2023-08-15 13:35:26,39
2023-08-15 13:36:26,39
2023-08-15 13:37:26,38
2023-08-15 13:38:26,38
2023-08-15 13:39:26,38
2023-08-15 13:40:27,38
2023-08-15 13:41:27,38
2023-08-15 13:42:27,38
2023-08-15 13:43:27,38
2023-08-15 13:44:27,38
2023-08-15 13:45:27,38
